season,player_name,play_type,yards_gained
2019,L.Jackson,run,1375
2019,L.JacksonC.Moore,pass,21
2019,L.JacksonG.Edwards,pass,43
2019,L.JacksonH.Hurst,pass,356
2019,L.JacksonJ.Hill,pass,86
2019,L.JacksonM.Andrews,pass,890
2019,L.JacksonM.Boykin,pass,185
2019,L.JacksonM.Brown,pass,695
2019,L.JacksonM.Ingram,pass,125
2019,L.JacksonM.Ingram II,pass,131
2019,L.JacksonN.Boyle,pass,277
2019,L.JacksonP.Ricard,pass,39
2019,L.JacksonS.Roberts,pass,291
2019,L.JacksonW.Snead,pass,230
2019,L.JacksonW.Snead IV,pass,123
2019,M.Ingram,run,587
2019,M.Ingram II,run,457
2019,R.Griffin,qb_kneel,-1
2019,R.Griffin,run,10
2019,R.Griffin III,pass,-19
2019,R.Griffin III,qb_kneel,-5
2019,R.Griffin III,run,57
2019,R.Griffin IIIG.Edwards,pass,2
2019,R.Griffin IIIH.Hurst,pass,35
2019,R.Griffin IIIJ.Hill,pass,10
2019,R.Griffin IIIJ.Scott,pass,6
2019,R.Griffin IIIM.Andrews,pass,0
2019,R.Griffin IIIM.Boykin,pass,39
2019,R.Griffin IIIM.Brown,pass,15
2019,R.Griffin IIIN.Boyle,pass,21
2019,R.Griffin IIIP.Ricard,pass,8
2019,R.Griffin IIIS.Roberts,pass,0
2019,R.Griffin IIIW.Snead IV,pass,34
2019,R.GriffinH.Hurst,pass,11
2019,R.GriffinM.Andrews,pass,3
2019,R.GriffinN.Boyle,pass,23
2019,R.GriffinS.Roberts,pass,10
2019,R.GriffinW.Snead,pass,8
2019,S.KochM.Andrews,pass,-2
2019,T.McSorley,run,1
2019,W.Snead,run,2
2019,W.Snead IV,run,0
